Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,
"4D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",80NSSC20P2050,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',9/11/2020,11/20/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","24,662","24,662","24,662",333314,N/A,N/A,"OT : SYSTEM,UPGRADE,BUCCINI LUPI : 4200734155",,,,
"4TH AXIS MACHINE AND DESIGN, INC. [ALBERTVILLE,MINNESOTA]",80GSFC20A0005,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',5/15/2020,[None Indicated],", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Self Certified Small Disadvantaged Business, Subchapter S Corporation","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,80GSFC20Q0003,N/A,"SB SET-ASIDE, 42 OFFERSBPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.",,,,
"4TH AXIS MACHINE AND DESIGN, INC. [ALBERTVILLE,MINNESOTA]",80GSFC20F0074,GSFC - Goddard Space Flight Center,ALBERTVILLE,MN,'06',6/15/2020,5/14/2025,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Self Certified Small Disadvantaged Business, Subchapter S Corporation","BPA Call, Firm Fixed Price","45,045","45,045","45,045",332999,N/A,N/A,"SB SET-ASIDE, 42 OFFERS.BPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  .",,,,
"4TH AXIS MACHINE AND DESIGN, INC. [ALBERTVILLE,MINNESOTA]",NNG16LM52D,GSFC - Goddard Space Flight Center,ALBERTVILLE,MN,'06',6/14/2016,5/14/2020,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Self Certified Small Disadvantaged Business, Subchapter S Corporation","BPA Call, Firm Fixed Price","13,049","48,961","48,961",332710,N/A,N/A,"IGF::OT::IGF SMALL BUSINESS SET-ASIDE, 84 OFFERS PLACE OF PERFORMANCE:  VENDOR SITE FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER  THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,
"4TH AXIS MACHINE AND DESIGN, INC. [ALBERTVILLE,MINNESOTA]",NNG16LM53D,GSFC - Goddard Space Flight Center,ALBERTVILLE,MN,'06',8/3/2016,5/14/2020,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Self Certified Small Disadvantaged Business, Subchapter S Corporation","BPA Call, Firm Fixed Price","26,252","97,254","97,254",332710,N/A,N/A,"IGF::OT::IGF SMALL BUSINESS SET-ASIDE, 84 OFFERS PLACE OF PERFORMANCE:  VENDOR SITE FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER  THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,
"4WAVE, INC. [STERLING,VIRGINIA]",80NSSC20P1586,NSSC - NASA Shared Services Center,STERLING,VA,'10',7/31/2020,8/2/2021,", Small Disadvantaged Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned","Purchase Order, Firm Fixed Price","20,165","20,165","20,165",541690,N/A,N/A,OT : ANNUAL PREVENTIVE MAINTENANCE : 4200736938,,,,
"8-KOI, INC. [MELBOURNE,FLORIDA]",80KSC018C0058,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/28/2018,7/31/2020,", Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Asian Pacific American Owned Business, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Definitive Contract, Firm Fixed Price","68,382","2,698,291","2,698,291",238220,N/A,N/A,VARIOUS HEATING VENTILATION AIR CONDITIONING (HVAC) AND HEAT PUMP REPAIRS,,,,
"8-KOI, INC. [MERRITT ISLAND,FLORIDA]",80KSC020C0014,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',5/19/2020,2/26/2021,", Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Asian Pacific American Owned Business, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Definitive Contract, Firm Fixed Price","1,551,283","1,551,283","1,551,283",238220,80KSC020R0007,N/A,VARIOUS MECHANICAL SYSTEM REPLACEMENTS AT KENNEDY SPACE CENTER,,,,
"8-KOI, INC. [MERRITT ISLAND,FLORIDA]",80KSC020C0029,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/25/2020,8/2/2021,", Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Definitive Contract, Firm Fixed Price","3,478,365","3,478,365","3,478,365",238220,N/A,N/A,"THE CONTRACTOR SHALL FURNISH ALL LABOR, EQUIPMENT, MATERIALS AND RELATED ACTIVITIES NECESSARY TO PERFORM THE UPGRADE MECHANICAL SYSTEMS AT VARIOUS LOCATIONS AT KENNEDY SPACE CENTER.",,,,
"911 SECURITY CAMERAS [DALLAS,TEXAS]",80NSSC20P1344,NSSC - NASA Shared Services Center,DALLAS,TX,'05',6/16/2020,6/30/2021,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Other Minority Owned, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","30,000","30,000","30,000",561621,80NSSC20735385Q,N/A,UNMANNED AERIAL VEHICLE (UAV) DETECTION SYSTEM,,,,
"A & A ELEVATOR COMPANY, CORP. [FORT LAUDERDALE,FLORIDA]",80NSSC20P1287,NSSC - NASA Shared Services Center,FORT LAUDERDALE,FL,'20',6/12/2020,8/31/2020,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Hispanic American Owned Business, Minority Owned, Self Certified Small Disadvantaged Business, Subchapter S Corporation","Purchase Order, Firm Fixed Price","86,800","86,800","86,800",811310,N/A,N/A,ELEVATOR REPAIR,,,,
"A & B FOUNDRY LLC [FRANKLIN,OHIO]",80GSFC20A0015,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',5/15/2020,[None Indicated],", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation, Minority Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,80GSFC20Q0003,N/A,"SB SET-ASIDE, 42 OFFERS.BPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  .",,,,
"A & B FOUNDRY LLC [FRANKLIN,OHIO]",80GSFC20F0094,GSFC - Goddard Space Flight Center,FRANKLIN,OH,'01',7/7/2020,5/14/2025,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation, Minority Owned","BPA Call, Firm Fixed Price","35,569","35,569","35,569",332999,N/A,N/A,"SB SET-ASIDE, 42 OFFERS.BPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.",,,,
"A & N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",80NSSC20P1902,NSSC - NASA Shared Services Center,TASLEY,VA,'02',8/24/2020,10/29/2020,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","79,042","79,042","79,042",221122,80NSSC202693,N/A,ELECTRIC STUDY,,,,
"A & N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",NNG16JA03P,GSFC - Goddard Space Flight Center,WALLOPS ISLAND,VA,'02',10/29/2015,10/31/2020,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","3,587,181","7,418,254","7,418,254",926130,N/A,N/A,ELECTRIC SERVICES TO NASA''S WALLOPS FLIGHT FACILITY (WFF),,,,
"A & P TECHNOLOGY, INC. [CINCINNATI,OHIO]",80NSSC20P0015,NSSC - NASA Shared Services Center,CINCINNATI,OH,'02',10/2/2019,11/13/2019,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","22,565","22,565","22,565",541715,N/A,N/A,TECHNORA BRAIDED TUBE,,,,
"A & T MARKETING INC. [COLUMBIA,MARYLAND]",80NSSC20F1617,NSSC - NASA Shared Services Center,COLUMBIA,MD,'03',9/20/2020,11/2/2020,", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Minority Owned, Other Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Delivery Order, Firm Fixed Price","37,996","37,996","37,996",541519,N/A,N/A,OT 4 AW-UE150KPJ 4K-HD 20X PTZ BLACK.,,,,
"A & T MARKETING INC. [COLUMBIA,MARYLAND]",NNG15SD58B,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',4/9/2015,[None Indicated],", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Minority Owned, Other Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Government-Wide Agency Contract (GWAC), Firm Fixed Price",0,0,0,541519,NNG13451284R,N/A,"SEWP V CONTRACT,   CATEGORY B, GROUP C  SBSA SEWP V PROVIDES HIGH-END TECHNICAL REQUIREMENTS; OPTIMIZE PRODUCTIVITY THROUGH UTILIZATION OF POWERFUL COMPUTER SYSTEMS, STATE OF THE ART SUPPORTING PERIPHERALS AND SOFTWARE ON STANDARDIZED BUT CUSTOMIZABLE SYSTEMS; AND ENSURE INTEROPERABILITY OF RELIABLE, APPLICABLE, AND AFFORDABLE IT PRODUCTS/SOLUTIONS.",,,,
"A LA CARTE LIMOUSINE INC. [HERNDON,VIRGINIA]",80NSSC20A0001,NSSC - NASA Shared Services Center,[N/A for IDVs],,'NA',10/9/2019,[None Indicated],", Small Disadvantaged Business, Woman Owned Small Business, Economically Disadvantaged Women Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, For Profit Organization, Self Certified Small Disadvantaged Business, Small Business, Subchapter S Corporation, Women Owned, Women Owned Small Business","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,485999,N/A,N/A,COMMERCIAL BUS SERVICES,,,,
"A P O HOLDINGS INC [CLEVELAND,OHIO]",80NSSC20P2233,NSSC - NASA Shared Services Center,CLEVELAND,OH,'11',9/24/2020,12/18/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","18,662","18,662","18,662",532490,N/A,N/A,NEW PUMP/MOTOR ASSEMBLY,,,,
"A S I SIGN SYSTEMS, INC [IRVING,TEXAS]",80NSSC18A0007,NSSC - NASA Shared Services Center,[N/A for IDVs],,'NA',11/28/2017,[None Indicated],", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,339950,N/A,N/A,NASA HQ SIGNAGE SUPPORT SERVICES,,,,
"A S R C AEROSPACE CORP [BELTSVILLE,MARYLAND]",NNX17JB16D,NSSC - NASA Shared Services Center,BELTSVILLE,MD,'05',4/28/2017,5/8/2018,", Small Disadvantaged Business, Small Business - SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",-625,"24,397","24,397",541519,N/A,N/A,IGF::OT::IGFSYSTEMS ENGINEERING TECHNICAL PLANNING SUPPORT,,,,
"A&H - AMBICA JV, LLC [LIVONIA,MICHIGAN]",80KSC018F0306,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/28/2018,5/8/2021,", Small Disadvantaged Business, Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","615,687","2,590,659","2,590,659",236210,N/A,N/A,"REPLACE OBSOLETE FIRE ALARM CONTROL PANELS (FACP), VARIOUS LOCATIONS, KENNEDY SPACE CENTER, FL, PCN: 99207 PERIOD OF PERFORMANCE: SEPTEMBER 28, 2018 - MAY 30, 2019",,,,
"A&H - AMBICA JV, LLC [LIVONIA,MICHIGAN]",80SSC018D0017,SSC - Stennis Space Center,[N/A for IDVs],,'NA',10/24/2017,[None Indicated],", Small Disadvantaged Business, Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Indefinite Delivery Contract, Order Dependent ",0,0,0,236210,NNS17612547R,N/A,"THIS REGIONALIZED MULTIPLE AWARD CONSTRUCTION CONTRACT TWO (MACC-II) RESULTED IN TWENTY-FOUR (24) INDEFINITE DELIVERY/INDEFINITE QUANTITY (IDIQ) IN SUPPORT MACC-II. THE MACC-II PROVIDES A CRITICAL IN-PLACE CONTRACTUAL MECHANISM THROUGH A REGIONALIZED MULTIPLE AWARD, INDEFINITE DELIVERY, INDEFINITE QUANTITY (IDIQ) CONTRACT TO SUPPORT GENERAL CONSTRUCTION, ALTERATION, MODIFICATION, MAINTENANCE AND REPAIR, DEMOLITION, DESIGN-BUILD, AND NEW CONSTRUCTION OF BUILDINGS, FACILITIES, AND REAL PROPERTY AT JOHN C. STENNIS SPACE CENTER (SSC), JOHNSON SPACE CENTER (JSC) INCLUDING WHITE SANDS TEST FACILITY (WSTF), KENNEDY SPACE CENTER (KSC), AND MARSHALL SPACE FLIGHT CENTER (MSFC) INCLUDING MICHOUD ASSEMBLY FACILITY (MAF). MACC-II WILL ALSO SUPPORT EMERGENCY RESPONSE TO NATURAL DISASTERS AND EMERGENCIES. OTHER NASA CENTERS AND FEDERAL TENANTS AT NASA FACILITIES MAY UTILIZE MACC-II WITH SSC PROCUREMENT OFFICER APPROVAL. THE MACC-II IS NOT A REQUIREMENTS CONTRACT AND THEREFORE NOT MANDATORY. THE MACC-II IS INTENDED TO PROVIDE A HIGHLY FLEXIBLE CONSTRUCTION CONTRACTING VEHICLE FOR PARTICIPATING CENTERS.",,,,
"A-P-T RESEARCH, INC. [HUNTSVILLE,ALABAMA]",80KSC018C0007,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',12/12/2017,1/31/2021,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Cost Plus Fixed Fee","8,476,567","25,124,848","26,111,385",541330,NNK16567219R,N/A,SAFETY AND MISSION SUPPORT SERVICES (SMASS) III,,,,
"A-R HHC ORLANDO CONVENTION HOTEL, LLC [ORLANDO,FLORIDA]",80NSSC20P0826,NSSC - NASA Shared Services Center,ORLANDO,FL,'10',3/19/2020,4/17/2020,"Other Than Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership","Purchase Order, Firm Fixed Price",0,0,0,721110,N/A,N/A,2020 NASA SFA HONOREE AWARDS CEREMONY,,,,
"A-TECH CORPORATION [ALBUQUERQUE,NEW MEXICO]",80NSSC17C0010,NSSC - NASA Shared Services Center,ALBUQUERQUE,NM,'01',8/18/2017,8/30/2020,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Hispanic American Owned Business, Minority Owned, Subchapter S Corporation","Definitive Contract, Firm Fixed Price","101,905","253,903","253,903",541712,N/A,N/A,"IGF::OT::IGFATA HAS DEVELOPED A PROTOTYPE VERSION OF THE COMPACT, LIGHTWEIGHT ISOLATION PLATFORM (CLIP), DELIVEREDAS PART OF THE CLIP PHASE II AND PHASE II-X PROGRAMS. THE DEVICE PROVIDES 2-AXIS (TIP&TILT) STABILIZATION OF AN OPTICAL BENCH FOR A LARGE APERTURE LASER COMMUNICATIONS PAYLOAD. THE CLIP WAS DESIGNED, BUILT, AND TESTED AS PART OF THE PHASE II CONTRACT. A PHASE II-X ENHANCEMENT WAS INITIATED IN JUN 2015 IN WHICH ATA UPGRADED THE INERTIAL SENSORS AND RE-TESTED THE CLIP WITH A MASS SIMULATOR REPRESENTING ONE VERSION OF THE IROC TELESCOPE. ATA ALSO PROVIDED MODELING SUPPORT AND ANALYSIS AS PART OF THE PHASE II-X CONTRACT. THE CLIP IS A PROTOTYPE TECHNOLOGY, WHICH IS ULTIMATELY INTENDED TO PROVIDE ANGULAR VIBRATION ISOLATION TO THE NASA INTEGRATED RADIO AND OPTICAL COMMUNICATIONS (IROC) PROGRAM.",,,,
"A-TECH CORPORATION [ALBUQUERQUE,NEW MEXICO]",NNX17CG13C,NSSC - NASA Shared Services Center,ALBUQUERQUE,NM,'01',4/18/2017,2/12/2021,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Hispanic American Owned Business, Minority Owned, Subchapter S Corporation","Definitive Contract, Firm Fixed Price","374,931","1,124,926","1,124,926",541712,N/A,N/A,"IGF::OT::IGFCUBESATS CURRENTLY LACK ADEQUATE INERTIAL ATTITUDE KNOWLEDGE AND CONTROL REQUIRED FOR FUTURE SOPHISTICATED SCIENCE MISSIONS. BOEING?S DISC RESONATOR GYRO (DRG) INTEGRATED INTO THE ATA DRG-BASED CUBESAT INERTIAL REFERENCE UNIT (DCIRU) IN CONJUNCTION WITH A STAR TRACKER OR SUN SENSOR WOULD PROVIDE THE INERTIAL ATTITUDE KNOWLEDGE (IAK) AND POSITION MEASUREMENTS NEEDED FOR PRECISION ACQUISITION, POINTING, AND TRACKING (APT) CONTROL. ACCURATE ATTITUDE AND POSITION MEASUREMENTS PROVIDED BY THE DCIRU WOULD ALSO BE REQUIRED FOR FUTURE CUBESAT CONSTELLATION OR FORMATION FLYING MISSIONS, AND FOR LASER COMMUNICATION BETWEEN OTHER CUBESATS, OTHER SATELLITES OR EARTH. THERE ARE CURRENTLY NO SMALL INERTIAL REFERENCE UNITS (IRUS) SUITABLE FOR CUBESATS THAT EXIST DUE TO SIZE, WEIGHT, AND POWER CONSTRAINTS. THE ATA/BOEING TEAM IS PROPOSING THE DEVELOPMENT OF THE DRG FOR POTENTIAL INTEGRATION INTO THE DCIRU IN PHASE II. THE HIGHLY SYMMETRICAL AND SCALABLE DRG DISC STANDING WAVE DESIGN WAS SELECTED BY DARPA AND NVESD AS THE ONLY MEMS DESIGN CAPABLE OF NAVIGATION GRADE PERFORMANCE. THE DRG CONSISTS OF A MEMS DISK RESONATOR THAT PROVIDES ROTATION SENSING CAPABLE OF BOTH TACTICAL AND NAVIGATION GRADE PRECISION.",,,,
