Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"ASTRIUM NORTH AMERICA, INC. [HOUSTON,TEXAS]",NNJ14GA59T,JSC - Johnson Space Flight Center,HOUSTON,TX,'36',6/2/2014,6/24/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","BPA Call, Firm Fixed Price","4,261","4,261","4,261",336419,N/A,N/A,IGF::OT::IGFEXPLORATION FLIGHT TEST 1,,,,,,,,,,,,
"ASTRIUM NORTH AMERICA, INC. [HOUSTON,TEXAS]",NNM13AA64C,MSFC - Marshall Space Flight Center,HOUSTON,TX,'36',9/17/2013,3/30/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price",0,"224,334","224,334",541330,N/A,N/A,"THE PURPOSE OF THIS PROCUREMNT IS TO PURCHASE THE UPGRADE FOR THE OXYGEN PARTIAL PRESSURE CONTROL (OPPC) FOR ELECTRO-STATIC LEVITATOR (ESL) TO ENHANCE THE INTERNATIONAL SPACE STATION (ISS) OPERATED ELECTRO-MAGNETIC LEVITATOR (EML) TO BE USED FOR MEASURING THERMO-PHYSICAL DATA AT ELEVATED TEMPERATURES AND STUDYING THE CRYSTALLIZATION DYNAMICS OF UNDER-COLLED MELTS CRUCIBLE-FREE EXPERIMENTS USING LEVITATION TECHNICQUES, THUS OFFERING UNIQUE MATERIALS SCIENCE RESERACH OPPORTUNITIES.",,,,,,,,,,,,
"ASTRO AEROSPACE [CARPINTERIA,CALIFORNIA]",NNC13QB01P,GRC - Glenn Research Center,,CA,'24',8/12/2013,12/31/2013,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"78,000","78,000",541712,N/A,N/A,IGF::OT::IGF  3 METER DIAMETER MESH REFLECTOR ANALYTICAL MODELS,,,,,,,,,,,,
"ASTRO HAVEN ENTERPRISES, INC. [COSTA MESA,CALIFORNIA]",NNJ14HP07P,JSC - Johnson Space Flight Center,,CA,'48',6/17/2014,12/31/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Hispanic American Owned Business, Manufacturer Of Goods, Minority Owned, Self Certified Small Disadvantaged Business, Women Owned","Purchase Order, Firm Fixed Price","34,754","34,754","34,754",326199,NNJ14499949Q,"J. Carpentier, 281-244-7254, john.r.carpentier@nasa.gov",SEEING MONITOR TELSCOPE DOME,,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM13AA92P,MSFC - Marshall Space Flight Center,Ephrata,PA,'16',9/11/2013,11/22/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"17,442","17,442",333999,N/A,N/A,MOUNT GLASS CYLINDERS,,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM13AF35P,MSFC - Marshall Space Flight Center,EPHRATA,PA,'16',8/23/2013,11/14/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"13,206","13,206",332999,N/A,N/A,"PROCUREMENT OF THE MANUFACTURING OF ADAPTER PLATE PARTS FROM ASTRO MACHINE WORKS, INC.",,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM13AF94P,MSFC - Marshall Space Flight Center,EPHRATA,PA,'16',9/27/2013,3/3/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"68,490","68,490",333314,N/A,N/A,FOR THE FABRICATION OF 5 OPTICAL GRAZING-ANGLE MANDRELS,,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM14AB46P,MSFC - Marshall Space Flight Center,EPHRATA,PA,'16',3/25/2014,5/8/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","5,538","5,538","5,538",332999,N/A,N/A,PURCHASE FOR THE MICRO-X TRANSPORT END CAPS.,,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM14AB83P,MSFC - Marshall Space Flight Center,EPHRATA,PA,'16',11/26/2013,2/5/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","4,593","4,593","4,593",332722,N/A,N/A,THE PURPOSE OF THIS ACQUISITION IS TO PURCHASE ONE (1) MICRO-X M40 ADAPTER.,,,,,,,,,,,,
"ASTRO MACHINE WORKS, INC. [EPHRATA,PENNSYLVANIA]",NNM14AC65P,MSFC - Marshall Space Flight Center,Ephrata,PA,'16',5/12/2014,5/30/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","11,820","11,820","11,820",339999,N/A,N/A,THIS PROCUREMENT IS FOR THE PURCHASE OF MICRO-X SMALL END AND LARGE END POLISHING LAPS.,,,,,,,,,,,,
"ASTRO-MED INC [WEST WARWICK,RHODE ISLAND]",NNA14AA14D,ARC - Ames Research Center,West Warwick,RI,'02',11/19/2013,12/31/2013,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","27,482","27,482","27,482",334516,N/A,N/A,"PORTABLE STRIP CHART RECORDER FOR UH-60 RESEARCH SYSTEM INTEGRATION, TESTING, AND TROUBLESHOOTING",,,,,,,,,,,,
"ASTRO-MED, INC. [WEST WARWICK,RHODE ISLAND]",NNG14WL02D,GSFC - Goddard Space Flight Center,WALLOPS ISLAND,VA,'02',8/20/2014,10/31/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Delivery Order, Firm Fixed Price","35,610","35,610","35,610",334515,N/A,N/A,"MULTI-CHANNEL DATA ACQUISITION SYSTEM, 1 EACH.  16 CHANNEL VOLT MODEL, 6 EACH.  EXPANSION CHASSIS, 1 EACH.SOFT CARRY CASE, 2 EACH.  SHIPPING.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX11CB55C,NSSC - NASA Shared Services Center,,PA,'14',5/26/2011,8/30/2014,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price",0,"749,956","749,956",541712,N/A,N/A,"LIGHTWEIGHT ROBOTIC EXCAVATORS ADDRESS THE NEED FOR MACHINES THAT DIG, COLLECT, TRANSPORT AND DUMP LUNAR SOIL. ROBUST AND PRODUCTIVE SMALL ROBOTS ENABLE MINING RICH AND ACCESSIBLE DEPOSITS OF ICE AND OTHER VOLATILES BURIED NEAR CRATERS AT THE LUNAR POLES, DELIVERING RESOURCES TO PRODUCE PROPELLANT, AND THUS MAKING SPACE EXPLORATION SUSTAINABLE.  LIGHTWEIGHT EXCAVATORS BRIDGE THE GAP BETWEEN PROSPECTING AND FULL-SCALE ISRU.  A LIGHTWEIGHT ROBOT IS PROPOSED THAT EXCAVATES AND DELIVERS REGOLITH WITH PRODUCTION SO SUPERIOR TO THE STATE OF THE ART AS TO ENABLE REALISTIC LUNAR AND PLANETARY APPLICATIONS. DEMONSTRATION OF LIGHT WEIGHT WILL BE ACHIEVED BY OPERATING A LOW MASS ROBOT IN EARTH GRAVITY REDUCED 5/6 BY OFFLOADING.  THE SIGNIFICANCE OF THE PROPOSED INNOVATION IS AN APPROACH THAT NOT ONLY PERFORMS THE REQUIRED TASKS BUT IS LOW IN MASS (30 KG TO 150 KG). MASS CONSTRAINTS MAKE PRODUCTIVE EXCAVATION CHALLENGING. HOWEVER, INNOVATIVE DESIGNS INCORPORATING TRANSVERSE BUCKET-WHEELS, HIGH PAYLOAD COMPOSITE DUMP BEDS, AND HIGH-SPEED DRIVING ARE GAME CHANGERS, ENABLING REGOLITH OPERATIONS IN LOW GRAVITY. PHASE 1 EXPERIMENTAL RESULTS SHOW THAT PAYLOAD RATIO AND DRIVING SPEED GOVERN PRODUCTIVITY OF SMALL ROBOTS.  PHASE 2 WILL ELEVATE TRLS FROM 3 AT THE BEGINNING TO AN ESTIMATED 4 OR 5 AT END OF CONTRACT.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX12AQ55G,NSSC - NASA Shared Services Center,,PA,'14',9/26/2012,9/9/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization",Grant,0,"498,411","498,411",[None Indicated],N/A,N/A,"SUBSURFACE CAVERNS MAY BE THE BEST PLACE ON MARS TO FIND LIFE. THEY MAY BE THE BEST HOPE FOR SAFE HAVENS AND HABITATION ON THE MOON. THEY CAN PROVIDE A WINDOW INTO A PLANET S GEOLOGY, CLIMATE, AND EVEN BIOLOGY. SKYLIGHTS, FORMED BY PARTIAL CAVE CEILING COLLAPSE, PROVIDE ACCESS TO SUBSURFACE VOIDS. TUNNEL ENTRANCES HAVE BEEN CONCLUSIVELY SHOWN TO EXIST ON MARS AND THE MOON. THERE IS ALSO EVIDENCE SUPPORTING THEIR EXISTENCE ON OTHER PLANETARY BODIES THROUGHOUT THE SOLAR SYSTEM. DESPITE ASTONISHING DISCOVERIES OF SKYLIGHTS AND CAVE ENTRANCES, AND THEIR INEVITABLE EXPLORATION, THEY DO NOT YET APPEAR IN THE DECADAL SURVEY. SKYLIGHTS AND THE VOIDS BELOW ARE SO UNKNOWN THAT IT IS TOO RISKY TO SEND ASTRONAUTS TO EXPLORE THEM WITHOUT PRIOR ROBOTIC RECONNAISSANCE AND MODELING. WHILE ROBOTIC EXPLORATION OF SKYLIGHTS AND CAVES CAN SEEK OUT LIFE, INVESTIGATE GEOLOGY AND ORIGINS, AND OPEN THE SUBSURFACE OF OTHER WORLDS TO HUMANKIND, IT IS A DAUNTING VENTURE. PLANETARY VOIDS PRESENT CHALLENGING TERRAIN THAT REQUIRES INNOVATIVE TECHNOLOGIES FOR ACCESS, EXPLORATION, AND MODELING. THE ROBOTS THAT VENTURE INTO CAVES MUST LEAP, FLY, OR RAPPEL INTO VOIDS, TRAVERSE RUBBLE, NAVIGATE SAFELY IN THE DARK, SELF-POWER, AND EXPLORE AUTONOMOUSLY WITH LITTLE OR NO COMMUNICATION TO EARTH. EXPLOITING THESE FEATURES NECESSITATES A  LEAP  OF TECHNOLOGY FROM CURRENT PLANETARY MISSIONS, WHICH LAND WITH LARGE ERROR ELLIPSES IN STATISTICALLY SAFE TERRAIN, ROVE SLOWLY AND CAUTIOUSLY ACROSS THE SURFACE, DEPEND ON THE SUN FOR POWER AND LIGHT, AND RELY HEAVILY ON HUMAN COMMANDS. PHASE II DEVELOPS THE ENABLING TECHNOLOGIES IN THE CONTEXT OF  SPELUNKER , A PROTOTYPE MISSION CONCEPT TO EXPLORE A LUNAR SKYLIGHT AND CAVE. THE SPELUNKER MISSION SPECIFIES SAFE LANDING ON THE RIM OF A SKYLIGHT, TETHERED DESCENT OF A POWER AND COMMUNICATIONS HUB, AND AUTONOMOUS CAVE EXPLORATION BY MULTIPLE HYBRID DRIVING/HOPPING ROBOTS. IN THIS CONTEXT, THE PHASE II STUDY WILL EXPOSE AND ADDRESS MAJOR FEASIBILITY ISSUES INHERENT IN MISSION ARCHITECTURE FOR SKYLIGHT ACCESS; ROBOT CONFIGURATION FOR IN-CAVE MOBILITY AND SUBSURFACE SENSING; TERRAIN MODELING IN DARKNESS FROM A LIGHTWEIGHT, DYNAMIC PLATFORM; AND AUTONOMY FOR EXPLORING WITH HOPPING ROBOTS. TEAM COMBINES SPACE ROBOTICS EXPERTISE OF ASTROBOTIC TECHNOLOGY WITH EXPERTISE IN SUBSURFACE MODELING AND AUTONOMY FROM CARNEGIE MELLON UNIVERSITY. THE PROGRAM DETAILS SUBSURFACE MISSION ARCHITECTURE AND DEVELOPS A TECHNOLOGY ROADMAP TO BRING MISSIONS WITH THIS ARCHITECTURE TO FLIGHT. THREE KEY ENABLING TECHNOLOGIES ARE ADVANCED TO TRL 3: ROBOT CONFIGURATION FOR MOBILITY AND SENSING, SUBSURFACE TERRAIN MODELING, AND IN-CAVE AUTONOMY.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX13AB08G,NSSC - NASA Shared Services Center,PITTSBURGH,PA,'14',10/30/2012,2/4/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization",Grant,"173,129","512,656","512,656",[None Indicated],N/A,N/A,"COLLABORATIVE RESEARCH: NRI-SMALL: LONG-RANGE PREDICTION OF NON-GEOMETRIC TERRAIN HAZARDS FOR RELIABLE PLANETARY ROVER TRAVERSE. NON-GEOMETRIC TERRAIN HAZARDS ARE MISSION-ENDERS FOR AUTONOMOUS GROUND VEHICLES ON EARTH AND BEYOND. SPIRIT WAS MIRED IN SOFT SOIL ON MARS; LUNOKHOD BECAME STUCK IN REGOLITH ON THE MOON. AUTONOMOUS GROUND VEHICLES MUST DETECT AND REACT TO OFF-NOMINAL CONDITIONS TO LIMIT RISK AND MAXIMIZE PERFORMANCE. WHILE VISUAL AND ACTIVE OPTICAL SENSORS (E.G., STEREO CAMERAS AND LIDAR) EXCEL AT SENSING GEOMETRIC OBSTACLES, THEY FAIL TO DETECT HAZARDS LIKE WEAK OR SLIPPERY TERRAIN. RECENT RESEARCH INTO SENSING OF NONGEOMETRIC TERRAIN PROPERTIES TAKES A  DRIVE-BY-FEEL  APPROACH, WHERE TERRAIN PROPERTIES ARE MEASURED BY DRIVING OVER THE TERRAIN AND COMPARING OBSERVED MOTION TO ACTUATION EFFORT. THE MEASUREMENTS ARE CORRELATED WITH TERRAIN APPEARANCE TO PREDICT UPCOMING HAZARDS. WHILE EFFECTIVE AT SHORT RANGE, THIS APPROACH IS INDIRECT AND CANNOT MEASURE TERRAIN PROPERTIES WITHOUT WHEEL-TERRAIN CONTACT. WE PROPOSE A NOVEL, TWO-PRONGED APPROACH INCORPORATING LONG-RANGE SENSING AND RECEDING HORIZON CONTROL TO ENSURE SAFE OPERATION DURING AUTONOMOUS PLANETARY TRAVERSE. THE PROPOSED APPROACH INVESTIGATES AND DEVELOPS DETECTION OF NON-GEOMETRIC HAZARDS WITH MULTIPLE SENSING MODES TO ASCERTAIN TERRAIN PROPERTIES AT RANGE. SELF-SUPERVISED LEARNING MAPS MULTI-MODE LONG-RANGE SENSOR DATA TO TERRAIN PROPERTIES MEASURED BY DIRECT-CONTACT INSTRUMENTS AND TO OBSERVED VEHICLE PERFORMANCE. RECEDING HORIZON CONTINGENCY PLANNING APPLIES LEARNED MODELS OF VEHICLE-TERRAIN INTERACTION TO MAINTAIN STABILITY AND SAFETY. THIS RESEARCH INVESTIGATES MULTIPLE SENSING MODES FOR SHORT AND LONG RANGE TERRAIN PROPERTY MEASUREMENT. THE PROPOSED SOFTWARE DEVELOPMENT PROGRAM INNOVATES LEARNING FOR TERRAIN CLASSIFICATION AND CONTROLS THE ROVER UNDER DYNAMIC CONSTRAINTS. THE PROGRAM CULMINATES WITH FIELD DEMONSTRATION OF THE DEVELOPED TECHNOLOGY.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX13CA55P,NSSC - NASA Shared Services Center,Pittsburgh,PA,'14',5/20/2013,11/23/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"124,406","124,406",541712,NNX13SBIRPHASEI,N/A,"IGF::OT::IGF  DISCOVERY OF FROZEN VOLATILES AT THE LUNAR POLES IS TRANSFORMATIVE TO SPACE EXPLORATION. IN-SITU RESOURCES WILL PROVIDE FUEL TO SUPPORT FAR-REACHING EXPLORATION AND ENABLE COMMERCIAL ENDEAVORS. WHILE SATELLITE DATA SUPPORTS PRESENCE OF POLAR ICE, DRIVING AND DRILLING MUST CONFIRM PRESENCE, DETERMINE COMPOSITION, AND MEASURE DISTRIBUTION. ICE EXISTS PRIMARILY IN THE DARK AND COLD OF POLAR CRATERS. CURRENT PLANETARY ROVER PLANNING TECHNOLOGIES ARE NOT DESIGNED FOR THESE ENVIRONMENTS AND HAVE AVOIDED THEM ALTOGETHER, OPERATING ONLY IN MID-LATITUDES. THE PROPOSED RESEARCH INNOVATES AN EARTH-BASED, RESOURCE-AWARE PATH PLANNER FOR A POLAR PROSPECTING ROVER. THE PROPOSED PLANNER MODELS PROGRESS TOWARD THE GOAL WHILE CONSIDERING RESOURCE COSTS INHERENT IN THAT PROGRESS, GENERATES AND EXPLORES THE SPACE OF POSSIBLE PATHS, THEN TRANSMITS A SET OF LOW-COST VIABLE PATHS TO GOAL TO THE ROVER. THE SET OF VIABLE PATHS THEN RESIDES ON THE ROVER TO INFORM LIMITED REPLANNING IF THE ROVER ENCOUNTERS A HAZARD DURING TRAVERSE, EVEN DURING COMMUNICATIONS DROPOUT. THE PLANNER CONSIDERS ALL OF THE IMPACTS ON POLAR ROVER OPERATION   LIGHT ANGLES THAT CHANGE OVER TIME, THERMAL OPERATING WINDOW, SUN ANGLES AND BLINDING LIGHT, AND COMMUNICATIONS-SHADOWED REGIONS. EACH OF THESE IMPACTS AFFECTS ONE OF THE ROVER\'S RESOURCES   WHERE IT CAN GO, WHAT IT CAN SEE, HOW COLD IT CAN GET, HOW MUCH BATTERY CHARGE REMAINS, AND WHETHER IT CAN COMMUNICATE WITH ITS OPERATOR. DESIGN OF THE PROPOSED PLANNER WILL BUILD ON PIONEERING RESEARCH AT CARNEGIE MELLON THAT DEVELOPED TEMPEST, A TEMPORAL-AWARE, MISSION-BASED PLANNER THAT MAXIMIZED BATTERY POWER OVER A TRAVERSE. IT WAS DEMONSTRATED USING THE HYPERION ROVER, ACHIEVING A SUN-SYNCHRONOUS TRAVERSE OF HAUGHTON CRATER. THE POLAR ENVIRONMENT IS BOTH ADVERSARIAL AND UNPREDICTABLE, AND THE PROPOSED PLANNER WILL EXTEND THE TEMPEST TO ACCOUNT FOR THE UNIQUE CHALLENGES OF NAVIGATING ON THE POLES OF PLANETARY BODIES AND ADD NONDETERMINISTIC PLANNING.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX14CA05C,NSSC - NASA Shared Services Center,PITTSBURGH,PA,'14',8/5/2014,12/30/2016,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price","737,052","737,052","737,052",541712,NNX14SBIRPHASE11,N/A,"IGF::OT::IGFADVANCES IN COMPUTER-AIDED MISSION PLANNING CAN ENHANCE MISSION OPERATIONS AND SCIENCE RETURN FOR SURFACE MISSIONS TO MARS, THE MOON, AND BEYOND. WHILE THE INNOVATIONS ENVISIONED BY THIS PROGRAM ARE BROADLY APPLICABLE, THEY SERVE AN IMMEDIATE AND URGENT NEED FOR MISSIONS TO PROSPECT FOR VOLATILES AT THE LUNAR POLES (I.E., THE NASA LUNAR RESOURCE PROSPECTOR MISSION, CURRENTLY IN PHASE A). THESE MISSIONS MUST BE RAPID AND PRECISE, COVERING MULTIPLE KILOMETERS IN APPROXIMATELY 10-12 EARTH DAYS TO COMPLETE MISSION OBJECTIVES IN ONE LUNAR LIGHT CYCLE. THIS CALLS FOR THE ABILITY TO DRIVE INTENTIONALLY AND EFFICIENTLY TO PRECISE DRILLING DESTINATIONS. POLAR OPERATIONS ENCOUNTER LOW ANGLE LIGHTING; THIS CREATES SHADOWS WHICH CONFRONT ROBOT OPERATIONS WITH CHALLENGES IN POWER PRODUCTION, THERMAL CONTROL, AND OPERATOR SITUATIONAL AWARENESS. THIS DEMANDS ROBUST PATH PLANNING FOR EFFICIENT MISSION PLANNING AND EXECUTION.THE PROPOSED WORK DEVELOPS A COMPUTER-AIDED MISSION PLANNING TOOL THAT BALANCES THE COMPETING DEMANDS OFEFFICIENT ROUTES, SCIENTIFIC INFORMATION GAIN, AND ROVER CONSTRAINTS (E.G., KINEMATICS, COMMUNICATION, POWER, THERMAL, AND TERRAINABILITY) TO GENERATE AND ANALYZE OPTIMIZED ROUTES BETWEEN SEQUENCES OF LOCATIONS. PLANNER-COMPUTED STATISTICS ABOUT THE SET OF VIABLE PATHS ENABLE MISSION PLANNERS, SCIENTISTS, AND OPERATORS TO EFFICIENTLYSELECT ROUTES CONSIDERING A RANGE OF PRIORITIES INCLUDING RISK, DURATION, AND SCIENCE RETURN. THIS PLANNER WILL SERVEAN INVALUABLE ROLE IN PREPLANNING MISSIONS AND AS A TOOL FOR RAPIDLY UNDERSTANDING THE IMPACT OF CHANGES IN MISSION PROFILE DURING THE MISSION EXECUTION.",,,,,,,,,,,,
"ASTROBOTIC TECHNOLOGY INC [PITTSBURGH,PENNSYLVANIA]",NNX14CP22P,NSSC - NASA Shared Services Center,Pittsburgh,PA,'14',6/6/2014,12/19/2014,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","124,196","124,196","124,196",541712,NNX14SBIRPHASEI,N/A,"IGF::OT::IGF FUTURE NASA AND COMMERCIAL MISSIONS WILL INCREASINGLY TARGET DESTINATIONS WITH CHALLENGING TOPOGRAPHY AND LIMITED COMMUNICATION INCLUDING UNMAPPED ASTEROIDS, COMETS, AND OUTER PLANET MOONS; SURFACE RENDEZVOUS SITES FOR SAMPLE RETURN; AND CHALLENGING SITES LIKE POLAR PEAKS, CRATER RIMS, AND SKYLIGHTS ON MARS AND THE MOON. GIVEN THE HAZARDS OF EXPLORING THESE DESTINATIONS, ROBOTIC LANDERS WILL MOST LIKELY PRECEDE HUMAN MISSION, AS THEY CAN SIGNIFICANTLY CUT MASS, SIZE AND COST RELATIVE TO HUMAN RELEVANT LANDERS WITHOUT COMPROMISING HUMAN SAFETY. HOWEVER, A REDUCED LANDER SIZE EQUATES TO REDUCED HAZARD TOLERANCE, PLACING A STRONG DEMAND ON PRECISE AUTONOMOUS HAZARD DETECTION AND LANDING. THE PROPOSED RESEARCH INNOVATES SAFE, PRECISE NAVIGATION FOR AUTOLANDING FOR SAMPLE RETURN MISSIONS TO A DISTANT ASTEROID, PLANET, OR MOON. THE TECHNOLOGY SUITE DEVELOPED WILL BE PACKAGED AS A COMMERCIAL PRODUCT",,,,,,,,,,,,
"ASTROFRONTIERS INC [WINDSOR,CONNECTICUT]",NNG14HL89P,GSFC - Goddard Space Flight Center,,CT,'01',6/3/2014,6/3/2018,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","320,000","420,000","420,000",511210,N/A,N/A,"IGF::OT::IGF  CASSIE TELEMETRY ANAYSIS SYSTEM, INCLUDING A LICENSE TO OCER GOES-R, MISSION SUPPORT AND PERIODIC UPDATES.",,,,,,,,,,,,
"ASTRONAUTICAL DEVELOPMENT, LLC [ANN ARBOR,MICHIGAN]",NNL14AD01P,LaRC - Langley Research Center,,MI,'12',6/10/2014,4/30/2017,", Small Disadvantaged Business, Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","78,150","83,350","83,350",335999,N/A,N/A,CUBESAT VAULT ELECTRONICS,,,,,,,,,,,,
"ASTRONAUTICAL DEVELOPMENT, LLC [ANN ARBOR,MICHIGAN]",NNL14AG12P,LaRC - Langley Research Center,ANN ARBOR,MI,'12',9/25/2014,4/22/2018,", Small Disadvantaged Business, Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","90,000","131,000","131,000",541712,N/A,N/A,SPACECRAFT OPERATING SOFTWARE SYSTEM IN SUPPORT OF CUBESAT VAULT ELECTRONICS,,,,,,,,,,,,
"ASTRONAUTICS CORPORATION OF AMERICA [MILWAUKEE,WISCONSIN]",NNL14AE58P,LaRC - Langley Research Center,Milwaukee,WI,'04',8/12/2014,2/28/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Other Minority Owned","Purchase Order, Firm Fixed Price","72,810","72,810","72,810",334511,N/A,N/A,ASTRONAUTICS NEXIS ELECTRONIC FLIGHT BAG EQUIPMENT,,,,,,,,,,,,
"ASTRONOMICAL RESEARCH CAMERAS, INC. [SAN DIEGO,CALIFORNIA]",NNG14LG50P,GSFC - Goddard Space Flight Center,San Diego,CA,'53',4/2/2014,6/2/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Hispanic American Owned Business, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","120,000","120,000","120,000",334516,N/A,N/A,"CONTROLLER COMPONENTS:  250 MHZ FIBER OPTIC TIMING BOARD WITH TRANSMITTERS, 2 EACH, CLOCK DRIVER BOARDS, 2 EACH. 8-CHANNEL IR VIDEO BOARDS, 16 EACH. 8-CHANNEL IR VIDEO BOARDS, 2 EACH. POWER SUPPLY.  SHIPPING.",,,,,,,,,,,,
